64room_000,614,320,0.17456158,0.31244335,0.59633498,1.0833399,6.33399015,0.79310345,14.25369458,9599336,114.43407822,155.62888336,270.06296158
64room_001,590,310,0.1770936,0.31721182,0.57525123,1.06955665,6.45123153,0.8591133,6.0137931,7450044,91.25999069,120.78356552,212.04355621
64room_002,630,340,0.18374648,0.32373709,0.70451643,1.212,9.75821596,0.87746479,9.11690141,9611861,115.25274277,155.83194447,271.08468723
64room_003,598,321,0.20103226,0.34905991,0.67138249,1.22147465,7.15069124,0.7156682,10.03824885,8942938,108.39454269,144.98705482,253.38159752
64room_004,560,302,0.17566964,0.30648214,0.561625,1.04377679,7.52678571,0.75267857,7.82053571,7671982,92.97312546,124.38172722,217.35485268
64room_005,622,334,0.18299099,0.32427928,0.62168468,1.12895495,6.76711712,0.84504505,7.13603604,8830946,105.75114059,143.17138863,248.92252922
64room_006,630,340,0.23283486,0.40748624,0.8083578,1.4486789,8.42798165,0.90321101,11.2766055,10180381,122.58387375,165.04905415,287.63292789
64room_007,628,331,0.17858537,0.32526829,0.70543415,1.2092878,8.42,0.80243902,8.8995122,8443805,101.77289963,136.89487934,238.66777897
64room_008,640,348,0.18322051,0.32258462,0.65002051,1.15582564,8.10974359,0.92923077,9.90307692,10349372,123.73225021,167.78881454,291.52106476
64room_009,626,340,0.1855,0.31846154,0.61786538,1.12182692,8.07980769,0.85625,7.45288462,8608992,104.67605209,139.57296753,244.24901962
